"user_id","skill_raw","skill_mapped","skill_k75"
281515807,"training","training","management / leadership / training"
112744310,"pain management","pain management","medical devices / pharmaceutical sales / cardiology"
141322003,"agile methodologies","agile methodologies","software development / agile methodologies / xml"
410243958,"technical writing","technical writing","sharepoint / technical writing / document management"
671969253,"struts","struts","java enterprise edition / java server pages / hibernate"
388907148,"talent acquisition","talent acquisition","recruiting / talent management / interviews"
525362828,"spreadsheets","spreadsheets","accounting / financial reporting / auditing"
250424078,"project management","project management","project management / project planning / construction"
664812024,"market research","market research","strategic planning / team leadership / negotiation"
508316516,"facebook","facebook","social media / social networking / facebook"
597514689,"project management","project management","project management / project planning / construction"
646152466,"microsoft office","microsoft office","microsoft office / microsoft excel / microsoft word"
103087212,"file systems","linux kernel","electronics / embedded systems / debugging"
508231907,"program development","program development","fundraising / nonprofits / community outreach"
645754051,"program management","program management","process improvement / program management / cross-functional team leadership"
363297536,"account management","account management","sales / business development / account management"
317532507,"revenue cycle management","revenue cycle","healthcare / hospitals / healthcare management"
185928908,"retail","retail","retail / merchandising / fashion"
428382430,"it strategy","it strategy","business analysis / integration / business process improvement"
2005328566,"credit","credit","risk management / banking / credit"
42298024,"microsoft word","microsoft word","microsoft office / microsoft excel / microsoft word"
416313264,"teamwork","teamwork","customer service / teamwork / time management"
19144081,"user research","user research","user experience / product design / user interface design"
662540169,"lesson planning","lesson planning","public speaking / research / higher education"
399451909,"home staging","home staging","real estate / investment properties / property management"
338323245,"wireless","wireless","telecommunications / voip / wireless"
924674850,"customer service","customer service","customer service / teamwork / time management"
399451909,"new business development","new business development","sales / business development / account management"
977635795,"engineering","engineering","engineering / project engineering / commissioning"
196492600,"editing","editing","event planning / public relations / event management"
692033896,"wellness","wellness","sports / radio / fitness"
193531693,"pro engineer","pro engineer","autocad / solidworks / mechanical engineering"
36121718,"customer service","customer service","customer service / teamwork / time management"
312306974,"design research","design research","architecture / interior design / sketchup"
2005328566,"banking","banking","risk management / banking / credit"
539305859,"insurance","insurance","insurance / portfolio management / investments"
1350263,"retail sales","retail sales","retail / merchandising / fashion"
254544923,"microsoft word","microsoft word","microsoft office / microsoft excel / microsoft word"
623776913,"event management","event management","event planning / public relations / event management"
564131023,"contract law","contract law","legal research / legal writing / corporate law"
183739274,"educational leadership","educational leadership","public speaking / research / higher education"
844903144,"data science","data science","analytics / data warehousing / data mining"
518831050,"sharepoint","sharepoint","sharepoint / technical writing / document management"
225031294,"python","python","c++ / c / matlab"
506462739,"accounting","accounting","accounting / financial reporting / auditing"
294669790,"broadcast","broadcast","video production / video editing / video"
353429493,"quality system","quality system","manufacturing / continuous improvement / quality assurance"
29627016,"project management","project management","project management / project planning / construction"
218352067,"powerpoint","powerpoint","microsoft office / microsoft excel / microsoft word"
410243958,"troubleshooting","troubleshooting","networking / troubleshooting / technical support"
353429493,"quality control","quality control","manufacturing / continuous improvement / quality assurance"
36121718,"strategic planning","strategic planning","strategic planning / team leadership / negotiation"
691082473,"continuous improvement","continuous improvement","manufacturing / continuous improvement / quality assurance"
294669790,"event management","event management","event planning / public relations / event management"
466965403,"market research","market research","strategic planning / team leadership / negotiation"
262358169,"public safety","public safety","emergency management / physical security / crisis management"
198053333,"brokers","brokers","underwriting / general insurance / property"
294669790,"sales","sales","sales / business development / account management"
646152466,"financial accounting","financial accounting","accounting / financial reporting / auditing"
1054385953,"vmware","vmware","networking / troubleshooting / technical support"
27257991,"marketing","marketing","marketing / marketing strategy / customer relationship management (crm)"
338323245,"process improvement","process improvement","process improvement / program management / cross-functional team leadership"
345382862,"contractors","contractors","project management / project planning / construction"
225031294,"mobile applications","mobile applications","strategic planning / team leadership / negotiation"
841151205,"debugging","debugging","electronics / embedded systems / debugging"
399451909,"multimedia","multimedia","video production / video editing / video"
286296951,"logistics","logistics","operations management / inventory management / logistics"
51496363,"variance analysis","variance analysis","accounting / financial reporting / auditing"
349020218,"event planning","event planning","event planning / public relations / event management"
479184216,"contract management","contract management","operations management / inventory management / logistics"
479184216,"social media","social media","social media / social networking / facebook"
591617037,"employer branding","employer branding","management / leadership / training"
42298024,"leadership","leadership","management / leadership / training"
147751294,"microsoft office","microsoft office","microsoft office / microsoft excel / microsoft word"
103087212,"distributed systems","distributed systems","software development / agile methodologies / xml"
649782453,"airports","airports","aerospace / aviation / aircraft"
670245336,"team leadership","team leadership","strategic planning / team leadership / negotiation"
416313264,"public speaking","public speaking","public speaking / research / higher education"
192761225,"cross-functional team leadership","cross-functional team leadership","process improvement / program management / cross-functional team leadership"
447185589,"customer service","customer service","customer service / teamwork / time management"
63300386,"research","research","public speaking / research / higher education"
16620582,"windows","windows","microsoft office / microsoft excel / microsoft word"
1350263,"microsoft office","microsoft office","microsoft office / microsoft excel / microsoft word"
611581156,"project management","project management","project management / project planning / construction"
317532507,"physicians","physicians","healthcare / hospitals / healthcare management"
588978791,"event management","event management","event planning / public relations / event management"
499068590,"community outreach","community outreach","fundraising / nonprofits / community outreach"
19144081,"human computer interaction","human computer interaction","user experience / product design / user interface design"
256939147,"semiconductor fabrication","silicon","electronics / embedded systems / debugging"
218352067,"social media","social media","social media / social networking / facebook"
521833003,"engineering","engineering","engineering / project engineering / commissioning"
447185589,"javascript","javascript","html / javascript / mysql"
92360570,"event planning","event planning","event planning / public relations / event management"
180937298,"microsoft excel","microsoft excel","microsoft office / microsoft excel / microsoft word"
256939147,"microsoft office","microsoft office","microsoft office / microsoft excel / microsoft word"
396283086,"patient safety","patient safety","clinical research / clinical trials / medicine"
80667470,"food service","food service","hospitality / food / hospitality management"
193990653,"social media","social media","social media / social networking / facebook"
355009172,"finance","finance","financial analysis / finance / financial modeling"
212616767,"fashion","fashion","retail / merchandising / fashion"
428382430,"management","management","management / leadership / training"
170205057,"product development","product development","strategic planning / team leadership / negotiation"
385245654,"leadership","leadership","management / leadership / training"
29627016,"workforce planning","workforce planning","management / leadership / training"
629781884,"factory","factory","engineering / project engineering / commissioning"
547948871,"spanish","spanish","social media / social networking / facebook"
599412633,"troubleshooting","troubleshooting","networking / troubleshooting / technical support"
596843513,"environmental management systems","environmental management systems","environmental awareness / sustainability / geographic information systems (gis)"
684923825,"business development","business development","sales / business development / account management"
42298024,"credit","credit","risk management / banking / credit"
195295342,"hipaa","hipaa","healthcare / hospitals / healthcare management"
443171315,"databases","databases","databases / software documentation / access"
294669790,"acting","acting","music / entertainment / music production"
845114051,"hyperion reports","essbase","accounting / financial reporting / auditing"
674583292,"auditing","auditing","accounting / financial reporting / auditing"
172662222,"books","books","event planning / public relations / event management"
479836451,"marketing","marketing","marketing / marketing strategy / customer relationship management (crm)"
378916213,"sales","sales","sales / business development / account management"
27844786,"oracle business intelligence enterprise edition","oracle business intelligence enterprise edition","analytics / data warehousing / data mining"
1052354641,"machine learning","machine learning","c++ / c / matlab"
446387582,"engineering","engineering","engineering / project engineering / commissioning"
513288100,"sales","sales","sales / business development / account management"
314540127,"microsoft office","microsoft office","microsoft office / microsoft excel / microsoft word"
68571934,"qualitative research","qualitative research","analysis / data analysis / analytical skills"
652621776,"autocad","autocad","autocad / solidworks / mechanical engineering"
112744310,"phlebotomy","phlebotomy","customer service / teamwork / time management"
415402663,"healthcare management","healthcare management","healthcare / hospitals / healthcare management"
424256781,"natural gas","natural gas","energy / renewable energy / facilities management"
355009172,"derivatives","derivatives","investment banking / equities / capital markets"
42298024,"kpi reports","kpi reports","budget management / reporting / reporting & analysis"
326139747,"negotiation","negotiation","strategic planning / team leadership / negotiation"
1350263,"management","management","management / leadership / training"
466965403,"statistical analysis software","statistical analysis software","analysis / data analysis / analytical skills"
414411620,"agile methodologies","agile methodologies","software development / agile methodologies / xml"
447185589,"mysql","mysql","html / javascript / mysql"
52247986,"b2b","b2b","sales / business development / account management"
279109188,"cuda","computer vision","c++ / c / matlab"
211331742,"grant writing","grant writing","fundraising / nonprofits / community outreach"
285377781,"supply chain","supply chain","operations management / inventory management / logistics"
652621776,"solidworks","solidworks","autocad / solidworks / mechanical engineering"
412870086,"sap","sap","structured query language / sap / microsoft sql server"
419069178,"powerpoint","powerpoint","microsoft office / microsoft excel / microsoft word"
525362828,"eclipse","eclipse","java / eclipse / android"
523054584,"c#","c#","c# / .net / asp.net"
15096978,"strategic communications","strategic communications","event planning / public relations / event management"
493930255,"system administration","system administration","networking / troubleshooting / technical support"
116719696,"video editing","video editing","video production / video editing / video"
301448729,"national security","national security","process improvement / program management / cross-functional team leadership"
303177860,"powerpoint","powerpoint","microsoft office / microsoft excel / microsoft word"
564131023,"outlook","outlook","microsoft office / microsoft excel / microsoft word"
581641600,"marketing strategy","marketing strategy","marketing / marketing strategy / customer relationship management (crm)"
256939147,"western blotting","western blotting","chemistry / molecular biology / biochemistry"
180937298,"customer service","customer service","customer service / teamwork / time management"
463560298,"project management","project management","project management / project planning / construction"
63300386,"customer service","customer service","customer service / teamwork / time management"
414411620,"software development","software development","software development / agile methodologies / xml"
185928908,"management","management","management / leadership / training"
514835869,".net",".net","c# / .net / asp.net"
544863491,"contract management","contract management","operations management / inventory management / logistics"
341651932,"p&l analysis","revenue forecasting","hospitality / food / hospitality management"
581641600,"customer retention","customer retention","sales / business development / account management"
218352067,"strategic planning","strategic planning","strategic planning / team leadership / negotiation"
1054385953,"storage area networks","storage area networks","cloud computing / enterprise software / virtualization"
321865992,"molecular biology","molecular biology","chemistry / molecular biology / biochemistry"
416796095,"semiconductor industry","semiconductor industry","electronics / embedded systems / debugging"
464170304,"powerpoint","powerpoint","microsoft office / microsoft excel / microsoft word"
321865992,"cell culture","cell culture","chemistry / molecular biology / biochemistry"
448897978,"risk management","risk management","risk management / banking / credit"
924674850,"international trade","international trade","strategic planning / team leadership / negotiation"
449799160,"staff development","staff development","public speaking / research / higher education"
692718354,"marketing","marketing","marketing / marketing strategy / customer relationship management (crm)"
225031294,"xml","xml","software development / agile methodologies / xml"
807884033,"labview","labview","c++ / c / matlab"
19144081,"usability testing","usability testing","user experience / product design / user interface design"
670245336,"public sector","public sector","change management / information technology infrastructure library / it service management"
524202373,"autocad","autocad","autocad / solidworks / mechanical engineering"
646152466,"management","management","management / leadership / training"
416796095,"failure mode and effects analysis (fmea)","failure mode and effects analysis (fmea)","manufacturing / continuous improvement / quality assurance"
464170304,"valuation","valuation","financial analysis / finance / financial modeling"
88443567,"software development","software development","software development / agile methodologies / xml"
447185589,"database administration","database administration","databases / software documentation / access"
349020218,"strategic planning","strategic planning","strategic planning / team leadership / negotiation"
413025718,"digital marketing","digital marketing","marketing / marketing strategy / customer relationship management (crm)"
294669790,"event planning","event planning","event planning / public relations / event management"
611581156,"market research","market research","strategic planning / team leadership / negotiation"
499068590,"teacher training","teacher training","public speaking / research / higher education"
1009283025,"merchandise planning","merchandise planning","retail / merchandising / fashion"
554516311,"program management","program management","process improvement / program management / cross-functional team leadership"
674583292,"research","research","public speaking / research / higher education"
638469173,"marketing","marketing","marketing / marketing strategy / customer relationship management (crm)"
597429111,"marketing","marketing","marketing / marketing strategy / customer relationship management (crm)"
218352067,"event planning","event planning","event planning / public relations / event management"
611581156,"sales","sales","sales / business development / account management"
349020218,"retail","retail","retail / merchandising / fashion"
446328177,"product innovation","product innovation","user experience / product design / user interface design"
428382430,"microsoft technologies","microsoft technologies","networking / troubleshooting / technical support"
170205057,"manufacturing","manufacturing","manufacturing / continuous improvement / quality assurance"
443420777,"business development","business development","sales / business development / account management"
414827730,"xml","xml","software development / agile methodologies / xml"
677823177,"python","python","c++ / c / matlab"
110027106,"crisis communications","crisis communications","event planning / public relations / event management"
611581156,"events organisation","events organisation","tourism / corporate events / client relations"
43206087,"scrum","scrum","business analysis / integration / business process improvement"
646663964,"microsoft excel","microsoft excel","microsoft office / microsoft excel / microsoft word"
428382430,"telephony","telephony","telecommunications / voip / wireless"
141322003,"cloud computing","cloud computing","cloud computing / enterprise software / virtualization"
80667470,"stock management","service client","social media / social networking / facebook"
38013763,"simulations","simulations","c++ / c / matlab"
413025718,"customer service","customer service","customer service / teamwork / time management"
632774463,"hypermesh","ansys","autocad / solidworks / mechanical engineering"
1054385953,"voip","voip","telecommunications / voip / wireless"
525362828,"accounts payable","accounts payable","accounting / financial reporting / auditing"
419069178,"microsoft excel","microsoft excel","microsoft office / microsoft excel / microsoft word"
414413033,"coaching","coaching","coaching / leadership development / organizational development"
55667077,"c++","c++","c++ / c / matlab"
111488420,"international financial reporting standards (ifrs)","international financial reporting standards (ifrs)","accounting / financial reporting / auditing"
106404958,"grant writing","grant writing","fundraising / nonprofits / community outreach"
558726387,"submittals","submittals","project management / project planning / construction"
51960251,"structured query language","structured query language","structured query language / sap / microsoft sql server"
229195495,"climate change","climate change","environmental awareness / sustainability / geographic information systems (gis)"
27257991,"business strategy","business strategy","strategic planning / team leadership / negotiation"
394345756,"microsoft office","microsoft office","microsoft office / microsoft excel / microsoft word"
345382862,"process scheduler","process scheduler","project management / project planning / construction"
68571934,"statistics","statistics","analysis / data analysis / analytical skills"
147751294,".net",".net","c# / .net / asp.net"
255764417,"microsoft word","microsoft word","microsoft office / microsoft excel / microsoft word"
345382862,"constructability","constructability","project management / project planning / construction"
521833003,"management","management","management / leadership / training"
674583292,"team building","team building","management / leadership / training"
38013763,"public speaking","public speaking","public speaking / research / higher education"
2003186828,"c#","c#","c# / .net / asp.net"
150449216,"cross selling","cross selling","risk management / banking / credit"
171916399,"project planning","project planning","project management / project planning / construction"
329064916,"operations management","operations management","operations management / inventory management / logistics"
100480437,"manufacturing","manufacturing","manufacturing / continuous improvement / quality assurance"
301448729,"electronics repair","computer maintenance","networking / troubleshooting / technical support"
837816018,"time management","time management","customer service / teamwork / time management"
662540169,"literacy","literacy","public speaking / research / higher education"
415389693,"hipaa","hipaa","healthcare / hospitals / healthcare management"
698261571,"accounting","accounting","accounting / financial reporting / auditing"
279210188,"public speaking","public speaking","public speaking / research / higher education"
286296951,"international relations","international relations","fundraising / nonprofits / community outreach"
16620582,"teamwork","teamwork","customer service / teamwork / time management"
122735403,"microsoft office","microsoft office","microsoft office / microsoft excel / microsoft word"
283063960,"microsoft word","microsoft word","microsoft office / microsoft excel / microsoft word"
88443567,"xml","xml","software development / agile methodologies / xml"
16620582,"mysql","mysql","html / javascript / mysql"
485301795,"medicine","medicine","clinical research / clinical trials / medicine"
825033773,"westlaw","westlaw","legal research / legal writing / corporate law"
363297536,"telecommunications","telecommunications","telecommunications / voip / wireless"
564131023,"customer service","customer service","customer service / teamwork / time management"
62611358,"microsoft word","microsoft word","microsoft office / microsoft excel / microsoft word"
471331906,"certified public accountant","certified public accountant","accounting / financial reporting / auditing"
211331742,"academic writing","academic writing","public speaking / research / higher education"
2005439508,"life sciences","life sciences","pharmaceutical industry / biotechnology / good manufacturing practices"
416313264,"google webmaster tools","google webmaster tools","marketing / marketing strategy / customer relationship management (crm)"
847046490,"healthcare information technology","healthcare information technology","healthcare / hospitals / healthcare management"
662210915,"social networking","social networking","social media / social networking / facebook"
10787733,"journalism","journalism","event planning / public relations / event management"
42298024,"finance","finance","financial analysis / finance / financial modeling"
103087212,"storage virtualization","storage virtualization","cloud computing / enterprise software / virtualization"
677823177,"powerpoint","powerpoint","microsoft office / microsoft excel / microsoft word"
581641600,"customer service","customer service","customer service / teamwork / time management"
106404958,"social media marketing","social media marketing","marketing / marketing strategy / customer relationship management (crm)"
378916213,"banking","banking","risk management / banking / credit"
521833003,"cloud computing","cloud computing","cloud computing / enterprise software / virtualization"
410243958,"awesomeness","apis","html / javascript / mysql"
55667077,"powerpoint","powerpoint","microsoft office / microsoft excel / microsoft word"
88209465,"root cause analysis","root cause analysis","manufacturing / continuous improvement / quality assurance"
361223050,"team leadership","team leadership","strategic planning / team leadership / negotiation"
637781815,"leadership","leadership","management / leadership / training"
453240625,"sql db2","oracle sql developer","structured query language / sap / microsoft sql server"
446328177,"marketing","marketing","marketing / marketing strategy / customer relationship management (crm)"
611581156,"sales management","sales management","sales / business development / account management"
71284739,"business strategy","business strategy","strategic planning / team leadership / negotiation"
698261571,"process improvement","process improvement","process improvement / program management / cross-functional team leadership"
419069178,"time management","time management","customer service / teamwork / time management"
224695242,"project planning","project planning","project management / project planning / construction"
301448729,"leadership","leadership","management / leadership / training"
447185589,"websphere application server","websphere application server","java enterprise edition / java server pages / hibernate"
473217552,"biotechnology","biotechnology","pharmaceutical industry / biotechnology / good manufacturing practices"
111488420,"project management","project management","project management / project planning / construction"
841151205,"teamwork","teamwork","customer service / teamwork / time management"
285497625,"cell culture","cell culture","chemistry / molecular biology / biochemistry"
613990246,"blogging","blogging","event planning / public relations / event management"
514835869,"mysql","mysql","html / javascript / mysql"
167419612,"hedge funds","hedge funds","insurance / portfolio management / investments"
286296951,"project management","project management","project management / project planning / construction"
182346353,"research","research","public speaking / research / higher education"
150449216,"team leadership","team leadership","strategic planning / team leadership / negotiation"
94743410,"nonprofits","nonprofits","fundraising / nonprofits / community outreach"
649782453,"team leadership","team leadership","strategic planning / team leadership / negotiation"
744998383,"java message service (jms)","java message service (jms)","java enterprise edition / java server pages / hibernate"
422219815,"human resources","human resources","management / leadership / training"
485083371,"environmental compliance","environmental compliance","environmental awareness / sustainability / geographic information systems (gis)"
724481867,"trading","trading","investment banking / equities / capital markets"
211331742,"statistics","statistics","analysis / data analysis / analytical skills"
203905184,"git","git","html / javascript / mysql"
250424078,"sales management","sales management","sales / business development / account management"
613990246,"video","video","video production / video editing / video"
581641600,"customer satisfaction","customer satisfaction","sales / business development / account management"
581641600,"microsoft excel","microsoft excel","microsoft office / microsoft excel / microsoft word"
396376641,"psychological assessment","psychology","psychology / mental health / treatment"
198053333,"umbrella insurance","umbrella insurance","underwriting / general insurance / property"
141322003,"cascading style sheets (css)","cascading style sheets (css)","html / javascript / mysql"
370350277,"solidworks","solidworks","autocad / solidworks / mechanical engineering"
66375127,"change control","change control","pharmaceutical industry / biotechnology / good manufacturing practices"
644964847,"warehousing","warehousing","operations management / inventory management / logistics"
19826903,"marketing","marketing","marketing / marketing strategy / customer relationship management (crm)"
5776072,"software project management","software project management","business analysis / integration / business process improvement"
724481867,"fx options","fx options","investment banking / equities / capital markets"
193531693,"computer-aided design (cad)","computer-aided design (cad)","autocad / solidworks / mechanical engineering"
646663964,"microsoft office","microsoft office","microsoft office / microsoft excel / microsoft word"
581641600,"sports coaching","sports coaching","sports / radio / fitness"
558726387,"architectural drawings","architectural drawings","architecture / interior design / sketchup"
82597976,"process improvement","process improvement","process improvement / program management / cross-functional team leadership"
1350263,"customer service","customer service","customer service / teamwork / time management"
674067262,"chemistry","chemistry","chemistry / molecular biology / biochemistry"
500125790,"travel writing","leisure travel","tourism / corporate events / client relations"
203905184,"php","php","html / javascript / mysql"
280996086,"business analysis","business analysis","business analysis / integration / business process improvement"
446328177,"marketing strategy","marketing strategy","marketing / marketing strategy / customer relationship management (crm)"
265524209,"staff development","staff development","public speaking / research / higher education"
255764417,"employee benefits","employee benefits","management / leadership / training"
676698124,"process engineering","process engineering","manufacturing / continuous improvement / quality assurance"
298390934,"cnc operation","mig welding","testing / automation / electrical engineering"
372311968,"java persistence api","java persistence api","java enterprise edition / java server pages / hibernate"
588978791,"beverage industry","beverage industry","forecasting / pricing / fast-moving consumer goods (fmcg)"
38013763,"core network","core network","telecommunications / voip / wireless"
66375127,"electronics","electronics","electronics / embedded systems / debugging"
33938775,"molecular biology","molecular biology","chemistry / molecular biology / biochemistry"
534105398,"wellness coaching","wellness coaching","sports / radio / fitness"
141958341,"pdca","pdca","manufacturing / continuous improvement / quality assurance"
2000317403,"business analysis","business analysis","business analysis / integration / business process improvement"
623776913,"event planning","event planning","event planning / public relations / event management"
375271525,"managing meetings","events coordination","tourism / corporate events / client relations"
443420777,"time management","time management","customer service / teamwork / time management"
262499181,"javascript","javascript","html / javascript / mysql"
570729675,"react.js","react.js","html / javascript / mysql"
698261571,"leadership","leadership","management / leadership / training"
394345756,"business analysis","business analysis","business analysis / integration / business process improvement"
493321187,"equities","equities","investment banking / equities / capital markets"
52324144,"public speaking","public speaking","public speaking / research / higher education"
724481867,"information technology infrastructure library","information technology infrastructure library","change management / information technology infrastructure library / it service management"
646663964,"restaurants","restaurants","hospitality / food / hospitality management"
684165615,"management","management","management / leadership / training"
449799160,"customer service","customer service","customer service / teamwork / time management"
613990246,"video editing","video editing","video production / video editing / video"
36121718,"freight","freight","operations management / inventory management / logistics"
597429111,"sales management","sales management","sales / business development / account management"
15096978,"healthcare","healthcare","healthcare / hospitals / healthcare management"
327077416,"risk management","risk management","risk management / banking / credit"
18847370,"team leadership","team leadership","strategic planning / team leadership / negotiation"
286296951,"international development","international development","fundraising / nonprofits / community outreach"
52324144,"medicine","medicine","clinical research / clinical trials / medicine"
428382430,"sales","sales","sales / business development / account management"
262499181,"java","java","java / eclipse / android"
691082473,"supply chain","supply chain","operations management / inventory management / logistics"
611581156,"management","management","management / leadership / training"
193990653,"public speaking","public speaking","public speaking / research / higher education"
677823177,"c++","c++","c++ / c / matlab"
21602882,"security management","security management","emergency management / physical security / crisis management"
459792047,"microsoft office","microsoft office","microsoft office / microsoft excel / microsoft word"
644964847,"procurement","procurement","operations management / inventory management / logistics"
141958341,"iso 9000","iso 9000","manufacturing / continuous improvement / quality assurance"
524788390,"fashion shows","fashion shows","retail / merchandising / fashion"
466965403,"minitab","minitab","analysis / data analysis / analytical skills"
52247986,"project management","project management","project management / project planning / construction"
667852732,"trading","trading","investment banking / equities / capital markets"
104523669,"talent acquisition","talent acquisition","recruiting / talent management / interviews"
807884033,"fluid mechanics","fluid mechanics","autocad / solidworks / mechanical engineering"
225031294,"software development","software development","software development / agile methodologies / xml"
167419612,"finance","finance","financial analysis / finance / financial modeling"
623776913,"management","management","management / leadership / training"
506462739,"business planning","business planning","strategic planning / team leadership / negotiation"
485301795,"patient safety","patient safety","clinical research / clinical trials / medicine"
224695242,"safety management systems","safety management systems","safety management systems / mining / occupational health"
55667077,"gnu image manipulation program","mac os","java / eclipse / android"
71284739,"call centers","call centers","sales / business development / account management"
19144081,"interaction design","interaction design","user experience / product design / user interface design"
416956465,"powerpoint","powerpoint","microsoft office / microsoft excel / microsoft word"
404765617,"microsoft word","microsoft word","microsoft office / microsoft excel / microsoft word"
345382862,"project planning","project planning","project management / project planning / construction"
580579359,"industrial hygiene","industrial hygiene","safety management systems / mining / occupational health"
338323245,"project planning","project planning","project management / project planning / construction"
412870086,"logistics","logistics","operations management / inventory management / logistics"
77028091,"ran","ran","telecommunications / voip / wireless"
580579359,"hygiene","food quality","forecasting / pricing / fast-moving consumer goods (fmcg)"
453240625,"program management","program management","process improvement / program management / cross-functional team leadership"
461751678,"program evaluation","program evaluation","fundraising / nonprofits / community outreach"
63300386,"budgets","budgets","strategic planning / team leadership / negotiation"
27844786,"java","java","java / eclipse / android"
547948871,"html","html","html / javascript / mysql"
462732499,"continuous improvement","continuous improvement","manufacturing / continuous improvement / quality assurance"
262499181,"mysql","mysql","html / javascript / mysql"
493930255,"vmware","vmware","networking / troubleshooting / technical support"
21234930,"portfolio management","portfolio management","insurance / portfolio management / investments"
294669790,"microsoft word","microsoft word","microsoft office / microsoft excel / microsoft word"
597266983,"real estate transactions","real estate transactions","real estate / investment properties / property management"
466965403,"quantitative research","quantitative research","analysis / data analysis / analytical skills"
599412633,"windows server","windows server","networking / troubleshooting / technical support"
250424078,"product development","product development","strategic planning / team leadership / negotiation"
29627016,"strategic hr","strategic hr","management / leadership / training"
632774463,"simulations","simulations","c++ / c / matlab"
588978791,"culinary skills","culinary skills","hospitality / food / hospitality management"
353429493,"management","management","management / leadership / training"
671969253,"android development","android development","java / eclipse / android"
570729675,"illustrator","illustrator","photoshop / graphic design / adobe creative suite"
500125790,"travel photography","portrait photography","photoshop / graphic design / adobe creative suite"
446328177,"customer service","customer service","customer service / teamwork / time management"
375560449,"engineering","engineering","engineering / project engineering / commissioning"
256939147,"public speaking","public speaking","public speaking / research / higher education"
141958341,"iso","iso","manufacturing / continuous improvement / quality assurance"
384116679,"leadership","leadership","management / leadership / training"
15096978,"research","research","public speaking / research / higher education"
420825894,"hipaa","hipaa","healthcare / hospitals / healthcare management"
19144081,"consulting","consulting","strategic planning / team leadership / negotiation"
304654991,"microsoft office","microsoft office","microsoft office / microsoft excel / microsoft word"
384116679,"digital marketing","digital marketing","marketing / marketing strategy / customer relationship management (crm)"
106404958,"training","training","management / leadership / training"
38013763,"pcb design","pcb design","electronics / embedded systems / debugging"
103352438,"financial analysis","financial analysis","financial analysis / finance / financial modeling"
539710006,"research","research","public speaking / research / higher education"
33585425,"insurance","insurance","insurance / portfolio management / investments"
563743518,"leadership","leadership","management / leadership / training"
52247986,"strategy","strategy","strategic planning / team leadership / negotiation"
71284739,"customer service","customer service","customer service / teamwork / time management"
656599145,"leadership","leadership","management / leadership / training"
632774463,"manufacturing","manufacturing","manufacturing / continuous improvement / quality assurance"
473217552,"microscopy","microscopy","chemistry / molecular biology / biochemistry"
134428770,"event management","event management","event planning / public relations / event management"
462732499,"management","management","management / leadership / training"
674583292,"time management","time management","customer service / teamwork / time management"
508316516,"leadership","leadership","management / leadership / training"
279109188,"matlab","matlab","c++ / c / matlab"
103087212,"debugging","debugging","electronics / embedded systems / debugging"
81237813,"events coordination","events coordination","tourism / corporate events / client relations"
178552566,"public speaking","public speaking","public speaking / research / higher education"
518831050,"powerpoint","powerpoint","microsoft office / microsoft excel / microsoft word"
596843513,"environmental awareness","environmental awareness","environmental awareness / sustainability / geographic information systems (gis)"
132669057,"illustrator","illustrator","photoshop / graphic design / adobe creative suite"
131513189,"software engineering","software engineering","software development / agile methodologies / xml"
180937298,"insurance","insurance","insurance / portfolio management / investments"
744998383,"business intelligence","business intelligence","business analysis / integration / business process improvement"
518831050,"leadership","leadership","management / leadership / training"
677823177,"actuarial science","actuarial science","risk management / banking / credit"
645754051,"engineering","engineering","engineering / project engineering / commissioning"
19826903,"programming","programming","c++ / c / matlab"
422634728,"microsoft office","microsoft office","microsoft office / microsoft excel / microsoft word"
399451909,"hd video","hd video","video production / video editing / video"
52324144,"healthcare management","healthcare management","healthcare / hospitals / healthcare management"
220793442,"qualitative research","qualitative research","analysis / data analysis / analytical skills"
539710006,"higher education","higher education","public speaking / research / higher education"
315850915,"employee training","employee training","management / leadership / training"
114836410,"software development life cycle (sdlc)","software development life cycle (sdlc)","business analysis / integration / business process improvement"
234298409,"real estate development","real estate development","real estate / investment properties / property management"
270910993,"leadership","leadership","management / leadership / training"
422634728,"microsoft excel","microsoft excel","microsoft office / microsoft excel / microsoft word"
341651932,"business process improvement","business process improvement","business analysis / integration / business process improvement"
300012500,"personnel management","personnel management","management / leadership / training"
82597976,"building relationships","building relationships","sales / business development / account management"
41448720,"customer service","customer service","customer service / teamwork / time management"
100480437,"process engineering","process engineering","manufacturing / continuous improvement / quality assurance"
102704670,"sourcing","sourcing","recruiting / talent management / interviews"
81237813,"loan origination","loan origination","risk management / banking / credit"
106404958,"event planning","event planning","event planning / public relations / event management"
250639260,"enterprise resource planning (erp)","enterprise resource planning (erp)","structured query language / sap / microsoft sql server"
27908795,"customer satisfaction","customer satisfaction","sales / business development / account management"
975599187,"contract negotiation","contract negotiation","strategic planning / team leadership / negotiation"
281515807,"program management","program management","process improvement / program management / cross-functional team leadership"
312399792,"it service management","it service management","change management / information technology infrastructure library / it service management"
281515807,"lean manufacturing","lean manufacturing","manufacturing / continuous improvement / quality assurance"
326139747,"leadership","leadership","management / leadership / training"
645754051,"fiber optics","fiber optics","telecommunications / voip / wireless"
327077416,"project management","project management","project management / project planning / construction"
51496363,"microsoft word","microsoft word","microsoft office / microsoft excel / microsoft word"
312306974,"construction drawings","construction drawings","architecture / interior design / sketchup"
112744310,"medicine","medicine","clinical research / clinical trials / medicine"
471331906,"economics","economics","financial analysis / finance / financial modeling"
